Date;NO (µg/m3);NO2 (µg/m3);NO2 max (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 8h max (µg/m3);O3 8h max - ICA;PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA;SO2 (µg/m3);SO2 - ICA;D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s);ICA Estación
23/07/2017;5;13;25;Muy buena / Oso ona;21;39;67;Buena / Ona;12;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona;294;69;1006,5;0;317,5;20,4;1,01;Buena / Ona
22/07/2017;6;14;19;Muy buena / Oso ona;22;34;58;Muy buena / Oso ona;12;Muy buena / Oso ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;310;79;1002,4;0;195,6;18,5;0,4;Muy buena / Oso ona
21/07/2017;14;28;47;Muy buena / Oso ona;49;15;31;Muy buena / Oso ona;15;Muy buena / Oso ona;11;Muy buena / Oso ona;5;Muy buena / Oso ona;283;91;999,7;0;101,9;17,1;0,76;Muy buena / Oso ona
20/07/2017;;;;Sin datos / Daturik gabe;;30;44;Muy buena / Oso ona;6;Muy buena / Oso ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;282;93;1002,9;0;92,9;17;1,42;Muy buena / Oso ona
19/07/2017;;;;Sin datos / Daturik gabe;;59;70;Buena / Ona;25;Muy buena / Oso ona;16;Muy buena / Oso ona;4;Muy buena / Oso ona;301;77;998,6;0;194,4;21,5;1,65;Buena / Ona
18/07/2017;;;;Sin datos / Daturik gabe;;64;85;Buena / Ona;31;Buena / Ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;221;59;995,3;0;273,9;26,4;0,89;Buena / Ona
17/07/2017;;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;23;Buena / Ona;;Sin datos / Daturik gabe;142;67;998,5;0;279,8;26,3;0,69;Buena / Ona
16/07/2017;;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;;;13;Muy buena / Oso ona;;Sin datos / Daturik gabe;281;71;1005,8;0;339,4;22,3;0,43;Muy buena / Oso ona
15/07/2017;;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;;;9;Muy buena / Oso ona;;Sin datos / Daturik gabe;70;75;1008,6;0;269,3;20,1;0,64;Muy buena / Oso ona
14/07/2017;;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;;;7;Muy buena / Oso ona;;Sin datos / Daturik gabe;337;76;1008,7;0;122,6;19,7;0,73;Muy buena / Oso ona
13/07/2017;;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;9;Muy buena / Oso ona;;Sin datos / Daturik gabe;296;81;1008,4;0;118,1;19,9;1,34;Muy buena / Oso ona
12/07/2017;15;22;44;Muy buena / Oso ona;44;26;51;Muy buena / Oso ona;23;Muy buena / Oso ona;14;Muy buena / Oso ona;4;Muy buena / Oso ona;290;78;1006,4;0;223,7;20,1;1,01;Muy buena / Oso ona
11/07/2017;7;16;36;Muy buena / Oso ona;27;32;57;Muy buena / Oso ona;13;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona;289;72;1002,5;0;326,2;20,8;0,79;Muy buena / Oso ona
10/07/2017;8;21;48;Muy buena / Oso ona;32;26;52;Muy buena / Oso ona;11;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;291;88;1002,4;0,1;94,6;18,8;1,41;Muy buena / Oso ona
09/07/2017;2;11;22;Muy buena / Oso ona;14;58;74;Buena / Ona;17;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;295;80;1001,1;0,2;285,6;20,6;2,09;Buena / Ona
08/07/2017;3;10;18;Muy buena / Oso ona;14;53;69;Buena / Ona;13;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;297;90;1003;0;152,9;19,7;2,3;Buena / Ona
07/07/2017;10;23;53;Buena / Ona;38;35;52;Muy buena / Oso ona;22;Muy buena / Oso ona;;Sin datos / Daturik gabe;5;Muy buena / Oso ona;298;82;1003,2;0;286,1;21,5;2,02;Buena / Ona
06/07/2017;8;32;66;Buena / Ona;44;51;73;Buena / Ona;35;Buena / Ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;275;69;1001,2;0;217,8;24,1;0,63;Buena / Ona
05/07/2017;5;17;69;Buena / Ona;24;67;78;Buena / Ona;21;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;264;53;998,3;0;328,3;25,8;1,64;Buena / Ona
04/07/2017;10;22;76;Buena / Ona;38;40;83;Buena / Ona;24;Muy buena / Oso ona;11;Muy buena / Oso ona;3;Muy buena / Oso ona;125;57;999,9;0;339,8;26,2;1,14;Buena / Ona
03/07/2017;10;13;30;Muy buena / Oso ona;28;22;44;Muy buena / Oso ona;11;Muy buena / Oso ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona;137;76;1009,3;0;305,9;19,2;1,12;Muy buena / Oso ona
02/07/2017;6;15;24;Muy buena / Oso ona;24;27;54;Muy buena / Oso ona;11;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona;283;83;1013,2;0;157,8;16,7;0,58;Muy buena / Oso ona
01/07/2017;6;17;27;Muy buena / Oso ona;26;35;43;Muy buena / Oso ona;8;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona;300;90;1011,2;0,2;77,5;14,1;1,58;Muy buena / Oso ona
30/06/2017;8;22;44;Muy buena / Oso ona;35;30;53;Muy buena / Oso ona;9;Muy buena / Oso ona;10;Muy buena / Oso ona;2;Muy buena / Oso ona;290;88;1003,1;0,1;113,7;14;1,29;Muy buena / Oso ona
29/06/2017;7;21;43;Muy buena / Oso ona;33;37;54;Muy buena / Oso ona;13;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona;281;66;996,5;0,1;156,4;16,3;0,81;Muy buena / Oso ona
28/06/2017;5;15;32;Muy buena / Oso ona;22;40;56;Muy buena / Oso ona;11;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona;292;69;992,2;0;202,9;19,1;1,91;Muy buena / Oso ona
27/06/2017;9;19;35;Muy buena / Oso ona;34;23;45;Muy buena / Oso ona;18;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;280;87;995;0,1;154,3;19;0,79;Muy buena / Oso ona
26/06/2017;8;20;33;Muy buena / Oso ona;31;27;50;Muy buena / Oso ona;16;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;291;83;996,1;0;197,8;21,5;1,11;Muy buena / Oso ona
25/06/2017;4;11;17;Muy buena / Oso ona;17;28;51;Muy buena / Oso ona;12;Muy buena / Oso ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;144;84;1002,5;0;118,6;19,4;0,78;Muy buena / Oso ona
24/06/2017;4;13;18;Muy buena / Oso ona;20;35;48;Muy buena / Oso ona;15;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;293;88;1007,5;0;132,4;19,3;1,47;Muy buena / Oso ona
23/06/2017;7;22;40;Muy buena / Oso ona;33;36;57;Muy buena / Oso ona;32;Buena / Ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;285;89;1008,8;0;65,3;19,4;1,34;Buena / Ona
22/06/2017;5;19;35;Muy buena / Oso ona;27;57;80;Buena / Ona;29;Buena / Ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;300;89;1004,3;0;98,6;20,4;2,01;Buena / Ona
21/06/2017;6;32;73;Buena / Ona;41;78;125;Mejorable / Hobetzeko modukoa;39;Buena / Ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;148;59;999,9;0;303,9;28,8;0,4;Mejorable / Hobetzeko modukoa
20/06/2017;7;33;78;Buena / Ona;44;70;114;Mejorable / Hobetzeko modukoa;31;Buena / Ona;17;Buena / Ona;4;Muy buena / Oso ona;211;54;1001,1;0;273,2;27,9;0,44;Mejorable / Hobetzeko modukoa
19/06/2017;5;24;70;Buena / Ona;31;74;113;Mejorable / Hobetzeko modukoa;30;Buena / Ona;15;Muy buena / Oso ona;3;Muy buena / Oso ona;201;51;999,3;0;324,9;28,2;1,31;Mejorable / Hobetzeko modukoa
18/06/2017;4;17;51;Buena / Ona;24;60;103;Mejorable / Hobetzeko modukoa;21;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;286;66;999,7;0;355,4;24,7;0,55;Mejorable / Hobetzeko modukoa
17/06/2017;5;17;46;Muy buena / Oso ona;24;47;82;Buena / Ona;19;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;277;71;1006,1;0;332,5;22,1;0,37;Buena / Ona
16/06/2017;5;18;37;Muy buena / Oso ona;26;41;54;Muy buena / Oso ona;19;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;149;84;1009,9;0;190,6;19,5;0,32;Muy buena / Oso ona
15/06/2017;7;23;42;Muy buena / Oso ona;34;41;50;Muy buena / Oso ona;14;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;292;96;1007;0;59,4;17,8;1,81;Muy buena / Oso ona
14/06/2017;8;23;49;Muy buena / Oso ona;35;42;66;Buena / Ona;32;Buena / Ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;290;85;1000,4;0;305,2;21,7;2,03;Buena / Ona
13/06/2017;10;22;35;Muy buena / Oso ona;37;35;60;Muy buena / Oso ona;22;Muy buena / Oso ona;14;Muy buena / Oso ona;4;Muy buena / Oso ona;285;80;1000,1;0;246,1;20,5;1,13;Muy buena / Oso ona
12/06/2017;5;14;25;Muy buena / Oso ona;23;29;42;Muy buena / Oso ona;15;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;169;87;1004,7;0;93;18,9;0,72;Muy buena / Oso ona
11/06/2017;4;13;20;Muy buena / Oso ona;19;44;64;Buena / Ona;23;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;287;85;1004,9;0;185,3;19,8;1,62;Buena / Ona
10/06/2017;6;15;24;Muy buena / Oso ona;23;42;77;Buena / Ona;20;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;285;78;1003,1;0;319,4;21,8;1,25;Buena / Ona
09/06/2017;10;22;42;Muy buena / Oso ona;37;32;54;Muy buena / Oso ona;19;Muy buena / Oso ona;14;Muy buena / Oso ona;3;Muy buena / Oso ona;244;80;1002,6;0;184,7;18,6;0,37;Muy buena / Oso ona
08/06/2017;6;21;53;Buena / Ona;30;50;81;Buena / Ona;23;Muy buena / Oso ona;;Sin datos / Daturik gabe;4;Muy buena / Oso ona;217;67;999,3;0,1;304,7;21,2;0,78;Buena / Ona
07/06/2017;7;17;37;Muy buena / Oso ona;28;43;75;Buena / Ona;21;Muy buena / Oso ona;11;Muy buena / Oso ona;3;Muy buena / Oso ona;132;66;1006,2;0;348,4;18,7;0,85;Buena / Ona
06/06/2017;6;20;36;Muy buena / Oso ona;29;44;57;Muy buena / Oso ona;16;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona;300;78;1004,6;0;111,9;15,6;1,8;Muy buena / Oso ona
05/06/2017;10;26;58;Buena / Ona;41;36;69;Buena / Ona;15;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona;124;68;1001,1;0;343,2;18,8;0,16;Buena / Ona
04/06/2017;3;13;29;Muy buena / Oso ona;17;35;47;Muy buena / Oso ona;5;Muy buena / Oso ona;4;Muy buena / Oso ona;2;Muy buena / Oso ona;274;98;1006,3;0,1;40,4;13,2;0,95;Muy buena / Oso ona
03/06/2017;5;18;31;Muy buena / Oso ona;26;37;50;Muy buena / Oso ona;11;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;290;96;1005,7;0,1;58,2;15,1;1,26;Muy buena / Oso ona
02/06/2017;9;22;39;Muy buena / Oso ona;35;48;52;Muy buena / Oso ona;20;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;294;93;1003,8;0;135,2;18;1,75;Muy buena / Oso ona
01/06/2017;12;20;27;Muy buena / Oso ona;38;43;78;Buena / Ona;23;Muy buena / Oso ona;;Sin datos / Daturik gabe;3;Muy buena / Oso ona;279;76;1003,3;0;319,8;21,7;0,89;Buena / Ona
31/05/2017;7;15;25;Muy buena / Oso ona;25;44;67;Buena / Ona;14;Muy buena / Oso ona;12;Muy buena / Oso ona;3;Muy buena / Oso ona;293;75;1004,8;0;316,9;20,5;0,78;Buena / Ona
30/05/2017;8;19;33;Muy buena / Oso ona;32;41;57;Muy buena / Oso ona;9;Muy buena / Oso ona;10;Muy buena / Oso ona;2;Muy buena / Oso ona;275;92;1004,6;0;66;17;0,94;Muy buena / Oso ona
29/05/2017;;;;Sin datos / Daturik gabe;;48;64;Buena / Ona;14;Muy buena / Oso ona;19;Buena / Ona;3;Muy buena / Oso ona;285;91;1001,1;0,2;127,2;17,8;1,02;Buena / Ona
28/05/2017;;;;Sin datos / Daturik gabe;;58;77;Buena / Ona;18;Muy buena / Oso ona;22;Buena / Ona;9;Muy buena / Oso ona;194;61;998,7;0;131,5;23,5;0,67;Buena / Ona
27/05/2017;;;;Sin datos / Daturik gabe;;45;87;Buena / Ona;25;Muy buena / Oso ona;18;Buena / Ona;4;Muy buena / Oso ona;208;72;998,7;0;268,5;22,9;0,34;Buena / Ona
26/05/2017;5;24;65;Buena / Ona;32;71;109;Mejorable / Hobetzeko modukoa;27;Buena / Ona;21;Buena / Ona;4;Muy buena / Oso ona;267;67;997,9;0;292,8;22,6;0,74;Mejorable / Hobetzeko modukoa
25/05/2017;5;21;55;Buena / Ona;29;73;113;Mejorable / Hobetzeko modukoa;29;Buena / Ona;19;Buena / Ona;4;Muy buena / Oso ona;109;56;998,2;0;337,2;26,2;0,67;Mejorable / Hobetzeko modukoa
24/05/2017;3;16;30;Muy buena / Oso ona;21;55;82;Buena / Ona;20;Muy buena / Oso ona;15;Muy buena / Oso ona;4;Muy buena / Oso ona;168;68;1004,1;0;330,5;22,4;0,9;Buena / Ona
23/05/2017;3;14;37;Muy buena / Oso ona;19;49;70;Buena / Ona;18;Muy buena / Oso ona;17;Buena / Ona;4;Muy buena / Oso ona;279;74;1008,5;0;312,5;17,5;0,98;Buena / Ona
22/05/2017;4;19;57;Buena / Ona;25;64;82;Buena / Ona;24;Muy buena / Oso ona;19;Buena / Ona;4;Muy buena / Oso ona;296;69;1003,2;0;322,2;19,3;2,36;Buena / Ona
21/05/2017;3;13;32;Muy buena / Oso ona;17;51;80;Buena / Ona;8;Muy buena / Oso ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona;140;53;1000,9;0;256,7;21,5;1,62;Buena / Ona
20/05/2017;3;15;26;Muy buena / Oso ona;20;40;67;Buena / Ona;11;Muy buena / Oso ona;12;Muy buena / Oso ona;3;Muy buena / Oso ona;161;73;1009,6;0;223,4;14,3;0,67;Buena / Ona
19/05/2017;11;19;47;Muy buena / Oso ona;36;40;72;Buena / Ona;11;Muy buena / Oso ona;12;Muy buena / Oso ona;3;Muy buena / Oso ona;299;73;1007,6;0;195,6;12,1;1,02;Buena / Ona
18/05/2017;;;;Sin datos / Daturik gabe;;51;63;Buena / Ona;11;Muy buena / Oso ona;12;Muy buena / Oso ona;4;Muy buena / Oso ona;299;86;1004,3;0,4;109,7;12,6;2,19;Buena / Ona
17/05/2017;;;;Sin datos / Daturik gabe;;27;58;Muy buena / Oso ona;31;Buena / Ona;17;Buena / Ona;6;Muy buena / Oso ona;287;88;1004,2;0,1;76,3;16;0,75;Buena / Ona
16/05/2017;7;28;50;Muy buena / Oso ona;39;53;91;Buena / Ona;21;Muy buena / Oso ona;18;Buena / Ona;4;Muy buena / Oso ona;285;63;1008,9;0;264,5;22,1;0,89;Buena / Ona
15/05/2017;4;22;47;Muy buena / Oso ona;29;52;86;Buena / Ona;13;Muy buena / Oso ona;13;Muy buena / Oso ona;4;Muy buena / Oso ona;168;60;1010,7;0;285,9;20,9;0,56;Buena / Ona
14/05/2017;2;11;20;Muy buena / Oso ona;14;51;74;Buena / Ona;6;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona;135;58;1008;0;266,3;19,3;0,89;Buena / Ona
13/05/2017;3;14;28;Muy buena / Oso ona;18;47;71;Buena / Ona;7;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona;162;72;1000;0;219,3;17,1;0,34;Buena / Ona
12/05/2017;2;13;35;Muy buena / Oso ona;16;64;80;Buena / Ona;5;Muy buena / Oso ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona;195;61;989,5;0,1;196,8;18,2;1,47;Buena / Ona
11/05/2017;1;8;15;Muy buena / Oso ona;9;78;80;Buena / Ona;3;Muy buena / Oso ona;3;Muy buena / Oso ona;3;Muy buena / Oso ona;203;50;981,9;0;232;18,8;2,13;Buena / Ona
10/05/2017;3;21;35;Muy buena / Oso ona;26;59;79;Buena / Ona;17;Muy buena / Oso ona;13;Muy buena / Oso ona;4;Muy buena / Oso ona;209;66;985,1;0;268;19,4;1,06;Buena / Ona
09/05/2017;9;24;40;Muy buena / Oso ona;37;41;70;Buena / Ona;20;Muy buena / Oso ona;19;Buena / Ona;4;Muy buena / Oso ona;160;74;994,3;0;204;16,1;0,37;Buena / Ona
08/05/2017;7;20;43;Muy buena / Oso ona;30;46;71;Buena / Ona;11;Muy buena / Oso ona;10;Muy buena / Oso ona;2;Muy buena / Oso ona;161;64;1005,1;0;284,3;15,2;0,43;Buena / Ona
07/05/2017;2;10;20;Muy buena / Oso ona;15;53;80;Buena / Ona;5;Muy buena / Oso ona;7;Muy buena / Oso ona;2;Muy buena / Oso ona;152;58;1007,7;0;318,4;16,1;0,55;Buena / Ona
06/05/2017;3;13;33;Muy buena / Oso ona;19;53;81;Buena / Ona;6;Muy buena / Oso ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona;289;62;1001,8;0;310,8;15,8;0,48;Buena / Ona
05/05/2017;4;21;31;Muy buena / Oso ona;26;58;82;Buena / Ona;19;Muy buena / Oso ona;17;Buena / Ona;4;Muy buena / Oso ona;173;69;991,6;0,1;163,6;18,4;1,09;Buena / Ona
04/05/2017;8;22;53;Buena / Ona;35;46;74;Buena / Ona;18;Muy buena / Oso ona;16;Muy buena / Oso ona;8;Muy buena / Oso ona;146;72;996,1;0;250,4;17,1;0,86;Buena / Ona
03/05/2017;5;16;37;Muy buena / Oso ona;24;44;69;Buena / Ona;12;Muy buena / Oso ona;12;Muy buena / Oso ona;4;Muy buena / Oso ona;258;76;1001,6;0;292,9;15,5;0,5;Buena / Ona
02/05/2017;17;28;57;Buena / Ona;54;30;60;Muy buena / Oso ona;19;Muy buena / Oso ona;17;Buena / Ona;6;Muy buena / Oso ona;309;86;1005,9;0;116;13,5;1,02;Buena / Ona
01/05/2017;4;16;25;Muy buena / Oso ona;22;44;79;Buena / Ona;7;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona;264;71;1005,2;0;264,4;10,5;0,59;Buena / Ona
30/04/2017;3;13;30;Muy buena / Oso ona;17;65;79;Buena / Ona;5;Muy buena / Oso ona;7;Muy buena / Oso ona;2;Muy buena / Oso ona;186;76;993,3;0,1;68,8;11,4;1,29;Buena / Ona
29/04/2017;3;12;38;Muy buena / Oso ona;18;57;84;Buena / Ona;10;Muy buena / Oso ona;8;Muy buena / Oso ona;2;Muy buena / Oso ona;147;59;994,8;0;272,4;13,7;2,42;Buena / Ona
28/04/2017;14;23;49;Muy buena / Oso ona;44;45;88;Buena / Ona;15;Muy buena / Oso ona;13;Muy buena / Oso ona;5;Muy buena / Oso ona;104;72;1004,6;0;274,6;8,3;0,92;Buena / Ona
27/04/2017;9;26;49;Muy buena / Oso ona;39;42;79;Buena / Ona;14;Muy buena / Oso ona;15;Muy buena / Oso ona;6;Muy buena / Oso ona;314;77;1005,1;0,1;219,6;6,9;0,91;Buena / Ona
26/04/2017;8;29;64;Buena / Ona;42;45;60;Muy buena / Oso ona;7;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona;290;90;1000,9;0,1;63,9;7,2;1,54;Buena / Ona
25/04/2017;10;37;63;Buena / Ona;51;38;56;Muy buena / Oso ona;21;Muy buena / Oso ona;22;Buena / Ona;11;Muy buena / Oso ona;290;92;995,4;0,1;71,1;11,9;1,28;Buena / Ona
24/04/2017;8;29;60;Buena / Ona;40;55;90;Buena / Ona;23;Muy buena / Oso ona;18;Buena / Ona;6;Muy buena / Oso ona;290;67;999,2;0;289,7;15,8;0,96;Buena / Ona
23/04/2017;3;17;43;Muy buena / Oso ona;21;77;116;Mejorable / Hobetzeko modukoa;13;Muy buena / Oso ona;13;Muy buena / Oso ona;3;Muy buena / Oso ona;115;53;1003,3;0;307,5;16,6;0,95;Mejorable / Hobetzeko modukoa
22/04/2017;3;23;66;Buena / Ona;28;79;114;Mejorable / Hobetzeko modukoa;16;Muy buena / Oso ona;11;Muy buena / Oso ona;5;Muy buena / Oso ona;132;39;1006,1;0;308;18,4;0,56;Mejorable / Hobetzeko modukoa
21/04/2017;7;24;50;Muy buena / Oso ona;34;59;107;Mejorable / Hobetzeko modukoa;21;Muy buena / Oso ona;16;Muy buena / Oso ona;4;Muy buena / Oso ona;130;54;1009,5;0;253,3;13,7;1,4;Mejorable / Hobetzeko modukoa
20/04/2017;6;20;44;Muy buena / Oso ona;29;54;85;Buena / Ona;14;Muy buena / Oso ona;12;Muy buena / Oso ona;4;Muy buena / Oso ona;100;52;1011;0;311,8;10,9;1,19;Buena / Ona
19/04/2017;9;21;58;Buena / Ona;34;61;90;Buena / Ona;15;Muy buena / Oso ona;10;Muy buena / Oso ona;5;Muy buena / Oso ona;56;49;1010;0;306,2;11,6;1,08;Buena / Ona
18/04/2017;14;25;48;Muy buena / Oso ona;46;36;73;Buena / Ona;27;Buena / Ona;18;Buena / Ona;15;Muy buena / Oso ona;12;74;1007,7;0;170;12,4;0,59;Buena / Ona
17/04/2017;5;15;46;Muy buena / Oso ona;22;43;75;Buena / Ona;15;Muy buena / Oso ona;13;Muy buena / Oso ona;4;Muy buena / Oso ona;152;72;1006,3;0;290,9;14,1;0,56;Buena / Ona
16/04/2017;2;9;18;Muy buena / Oso ona;13;50;73;Buena / Ona;7;Muy buena / Oso ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona;149;73;1009,8;0;234;13,7;1,04;Buena / Ona
