Date;NO (µg/m3);NO2 (µg/m3);NO2 max (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 8h max (µg/m3);O3 8h max - ICA;PM10 (µg/m3);PM10 - ICA;SO2 (µg/m3);SO2 - ICA;D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s);ICA Estación
14/04/2017;2;13;38;Muy buena / Oso ona;17;71;92;Buena / Ona;21;Muy buena / Oso ona;2;Muy buena / Oso ona;275;81;1008,5;0;142,7;12,9;0,56;Buena / Ona
13/04/2017;4;16;36;Muy buena / Oso ona;22;65;102;Mejorable / Hobetzeko modukoa;21;Muy buena / Oso ona;3;Muy buena / Oso ona;319;80;1006,8;0;374,1;12,8;0,35;Mejorable / Hobetzeko modukoa
12/04/2017;6;21;42;Muy buena / Oso ona;30;59;98;Buena / Ona;21;Muy buena / Oso ona;2;Muy buena / Oso ona;337;78;1009,3;0;394,6;13,3;0,5;Buena / Ona
11/04/2017;2;10;25;Muy buena / Oso ona;12;84;97;Buena / Ona;19;Muy buena / Oso ona;2;Muy buena / Oso ona;307;82;1013,5;0;191,1;13,1;1,1;Buena / Ona
10/04/2017;2;15;39;Muy buena / Oso ona;18;82;98;Buena / Ona;22;Muy buena / Oso ona;2;Muy buena / Oso ona;287;91;1013,1;0;46,5;12,5;0,78;Buena / Ona
09/04/2017;4;24;72;Buena / Ona;30;74;104;Mejorable / Hobetzeko modukoa;20;Muy buena / Oso ona;3;Muy buena / Oso ona;343;78;1008,6;0;330,2;15,4;0,77;Mejorable / Hobetzeko modukoa
08/04/2017;5;29;67;Buena / Ona;36;64;107;Mejorable / Hobetzeko modukoa;17;Muy buena / Oso ona;3;Muy buena / Oso ona;164;49;1005,3;0;379,8;19,4;0,48;Mejorable / Hobetzeko modukoa
07/04/2017;7;28;50;Muy buena / Oso ona;39;53;94;Buena / Ona;24;Muy buena / Oso ona;3;Muy buena / Oso ona;292;81;1009;0;355,9;11,7;0,3;Buena / Ona
06/04/2017;13;17;54;Buena / Ona;37;65;89;Buena / Ona;31;Buena / Ona;2;Muy buena / Oso ona;326;83;1012,8;0;311,4;12,3;0,9;Buena / Ona
05/04/2017;2;8;14;Muy buena / Oso ona;11;79;86;Buena / Ona;16;Muy buena / Oso ona;2;Muy buena / Oso ona;321;87;1014;0;135,6;12;2,02;Buena / Ona
04/04/2017;3;8;21;Muy buena / Oso ona;12;77;84;Buena / Ona;10;Muy buena / Oso ona;2;Muy buena / Oso ona;308;88;1015,1;0,1;151,3;12;1,85;Buena / Ona
03/04/2017;6;21;45;Muy buena / Oso ona;31;50;82;Buena / Ona;13;Muy buena / Oso ona;3;Muy buena / Oso ona;357;86;1013,1;0;357,1;11,1;0,48;Buena / Ona
02/04/2017;3;10;40;Muy buena / Oso ona;14;82;93;Buena / Ona;9;Muy buena / Oso ona;2;Muy buena / Oso ona;304;82;1011,7;0;148;11;2,45;Buena / Ona
01/04/2017;3;10;18;Muy buena / Oso ona;14;79;93;Buena / Ona;10;Muy buena / Oso ona;2;Muy buena / Oso ona;281;85;1007,9;0,1;64,8;10,7;2,95;Buena / Ona
31/03/2017;8;24;79;Buena / Ona;37;69;102;Mejorable / Hobetzeko modukoa;15;Muy buena / Oso ona;3;Muy buena / Oso ona;284;74;1005,6;0,1;159,9;15,1;0,34;Mejorable / Hobetzeko modukoa
30/03/2017;3;12;40;Muy buena / Oso ona;17;90;103;Mejorable / Hobetzeko modukoa;10;Muy buena / Oso ona;3;Muy buena / Oso ona;173;39;1006,9;0;246,4;21,2;2,49;Mejorable / Hobetzeko modukoa
29/03/2017;6;27;58;Buena / Ona;36;59;91;Buena / Ona;15;Muy buena / Oso ona;4;Muy buena / Oso ona;139;53;1011,7;0;342,7;16,8;0,42;Buena / Ona
28/03/2017;4;23;44;Muy buena / Oso ona;29;66;90;Buena / Ona;10;Muy buena / Oso ona;4;Muy buena / Oso ona;223;59;1012,5;0;335,7;14,7;0,61;Buena / Ona
27/03/2017;3;9;14;Muy buena / Oso ona;12;89;97;Buena / Ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona;165;48;1004,2;0;145,1;15,5;3,83;Buena / Ona
26/03/2017;2;10;36;Muy buena / Oso ona;13;82;91;Buena / Ona;5;Muy buena / Oso ona;2;Muy buena / Oso ona;155;48;1001,2;0;214,3;15;3,74;Buena / Ona
25/03/2017;3;18;39;Muy buena / Oso ona;22;66;79;Buena / Ona;5;Muy buena / Oso ona;2;Muy buena / Oso ona;197;89;999,2;0,3;13,7;7,9;1,47;Buena / Ona
24/03/2017;4;25;64;Buena / Ona;31;58;84;Buena / Ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona;141;65;1003,1;0;209,7;9,3;0,44;Buena / Ona
23/03/2017;5;26;59;Buena / Ona;34;58;77;Buena / Ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona;187;63;997,2;0;232,5;8,1;1,03;Buena / Ona
22/03/2017;4;24;62;Buena / Ona;30;54;72;Buena / Ona;7;Muy buena / Oso ona;2;Muy buena / Oso ona;234;82;998;0,1;53,6;8,3;1,17;Buena / Ona
21/03/2017;5;22;54;Buena / Ona;29;56;87;Buena / Ona;10;Muy buena / Oso ona;5;Muy buena / Oso ona;270;88;1005,4;0,2;31,5;9,4;1,11;Buena / Ona
20/03/2017;3;19;46;Muy buena / Oso ona;24;57;82;Buena / Ona;14;Muy buena / Oso ona;4;Muy buena / Oso ona;262;80;1005,8;0;32,4;10,5;0,46;Buena / Ona
19/03/2017;4;13;27;Muy buena / Oso ona;18;57;88;Buena / Ona;14;Muy buena / Oso ona;3;Muy buena / Oso ona;308;80;1009,4;0;271,1;9,6;0,25;Buena / Ona
18/03/2017;3;15;53;Buena / Ona;19;64;79;Buena / Ona;15;Muy buena / Oso ona;3;Muy buena / Oso ona;8;74;1013;0;69,4;10,9;0,33;Buena / Ona
17/03/2017;3;12;60;Buena / Ona;17;77;86;Buena / Ona;22;Muy buena / Oso ona;3;Muy buena / Oso ona;300;81;1011,7;0;98,5;12,3;1,4;Buena / Ona
16/03/2017;9;23;65;Buena / Ona;37;60;95;Buena / Ona;19;Muy buena / Oso ona;3;Muy buena / Oso ona;173;47;1008,2;0;324,1;17,9;2,02;Buena / Ona
15/03/2017;5;22;55;Buena / Ona;29;54;83;Buena / Ona;31;Buena / Ona;3;Muy buena / Oso ona;305;90;1015,6;0;235,2;11,7;0,53;Buena / Ona
14/03/2017;6;17;46;Muy buena / Oso ona;26;51;69;Buena / Ona;26;Buena / Ona;3;Muy buena / Oso ona;313;93;1020,5;0;80,2;11,3;0,74;Buena / Ona
13/03/2017;2;5;11;Muy buena / Oso ona;8;71;83;Buena / Ona;16;Muy buena / Oso ona;2;Muy buena / Oso ona;347;95;1015,4;0,3;8;10,2;2,81;Buena / Ona
12/03/2017;2;5;17;Muy buena / Oso ona;8;82;89;Buena / Ona;13;Muy buena / Oso ona;2;Muy buena / Oso ona;296;88;1007,9;0,3;28,3;11;4,05;Buena / Ona
11/03/2017;5;17;44;Muy buena / Oso ona;26;62;88;Buena / Ona;16;Muy buena / Oso ona;4;Muy buena / Oso ona;281;61;1005,1;0;168,8;15,2;1,33;Buena / Ona
10/03/2017;14;32;61;Buena / Ona;54;19;40;Muy buena / Oso ona;22;Muy buena / Oso ona;4;Muy buena / Oso ona;171;73;1008,8;0;314,5;14;0,53;Buena / Ona
09/03/2017;6;17;47;Muy buena / Oso ona;25;42;64;Buena / Ona;16;Muy buena / Oso ona;3;Muy buena / Oso ona;302;85;1014,3;0;280,9;12;0,2;Buena / Ona
08/03/2017;4;11;35;Muy buena / Oso ona;17;57;69;Buena / Ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona;340;85;1016,1;0;210,7;13,1;0,71;Buena / Ona
07/03/2017;4;11;50;Muy buena / Oso ona;17;60;86;Buena / Ona;20;Muy buena / Oso ona;3;Muy buena / Oso ona;283;90;1014,3;0,1;16,4;11,5;2,58;Buena / Ona
06/03/2017;;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;20;Muy buena / Oso ona;2;Muy buena / Oso ona;281;77;1009,3;0,1;30,8;13;2,78;Muy buena / Oso ona
05/03/2017;;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;13;Muy buena / Oso ona;5;Muy buena / Oso ona;236;72;1001,5;0;58,8;12,1;1,44;Muy buena / Oso ona
04/03/2017;;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;9;Muy buena / Oso ona;4;Muy buena / Oso ona;262;69;992,7;0;137,9;8,5;2,22;Muy buena / Oso ona
03/03/2017;;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;9;Muy buena / Oso ona;2;Muy buena / Oso ona;191;59;988,9;0,2;101,3;14,9;2,9;Muy buena / Oso ona
02/03/2017;9;34;84;Buena / Ona;47;36;50;Muy buena / Oso ona;15;Muy buena / Oso ona;4;Muy buena / Oso ona;169;66;1003,7;0;194,7;13,6;0,48;Buena / Ona
01/03/2017;10;34;69;Buena / Ona;48;39;59;Muy buena / Oso ona;9;Muy buena / Oso ona;8;Muy buena / Oso ona;219;62;1004,8;0;250,3;12,6;1,91;Buena / Ona
28/02/2017;4;24;62;Buena / Ona;29;56;77;Buena / Ona;12;Muy buena / Oso ona;2;Muy buena / Oso ona;264;77;999,4;0,1;25,9;9,9;2,34;Buena / Ona
27/02/2017;1;15;31;Muy buena / Oso ona;18;59;75;Buena / Ona;14;Muy buena / Oso ona;3;Muy buena / Oso ona;218;63;998,6;0;236,2;13,6;2,07;Buena / Ona
26/02/2017;2;29;70;Buena / Ona;33;41;77;Buena / Ona;21;Muy buena / Oso ona;3;Muy buena / Oso ona;170;76;1007,5;0;224,1;10,7;0,17;Buena / Ona
25/02/2017;4;30;68;Buena / Ona;36;39;66;Buena / Ona;16;Muy buena / Oso ona;3;Muy buena / Oso ona;198;72;1008,2;0;259,3;9,4;0,48;Buena / Ona
24/02/2017;3;28;70;Buena / Ona;32;49;65;Buena / Ona;13;Muy buena / Oso ona;2;Muy buena / Oso ona;39;88;1008,5;0,1;82,6;9;0,41;Buena / Ona
23/02/2017;2;21;51;Buena / Ona;24;33;54;Muy buena / Oso ona;27;Buena / Ona;2;Muy buena / Oso ona;276;91;1004,5;0;33,2;9,9;0,86;Buena / Ona
22/02/2017;;;;Sin datos / Daturik gabe;;19;44;Muy buena / Oso ona;26;Buena / Ona;;Sin datos / Daturik gabe;264;90;1009,2;0;212,3;8,4;0,48;Buena / Ona
21/02/2017;;;;Sin datos / Daturik gabe;;;;Sin datos / Daturik gabe;14;Muy buena / Oso ona;;Sin datos / Daturik gabe;185;83;1014,4;0;192,7;8,8;0,16;Muy buena / Oso ona
20/02/2017;;;;Sin datos / Daturik gabe;;46;72;Buena / Ona;17;Muy buena / Oso ona;;Sin datos / Daturik gabe;278;86;1016,2;0;57,8;10,3;0,5;Buena / Ona
19/02/2017;1;23;59;Buena / Ona;25;56;76;Buena / Ona;21;Muy buena / Oso ona;3;Muy buena / Oso ona;291;89;1015,2;0;40,1;11;0,9;Buena / Ona
18/02/2017;3;25;46;Muy buena / Oso ona;29;44;69;Buena / Ona;25;Muy buena / Oso ona;4;Muy buena / Oso ona;237;80;1009,8;0;167,5;10,5;0,72;Buena / Ona
17/02/2017;9;39;77;Buena / Ona;52;34;59;Muy buena / Oso ona;22;Muy buena / Oso ona;4;Muy buena / Oso ona;223;68;1014,2;0;234,4;12,1;0,36;Buena / Ona
16/02/2017;4;36;89;Buena / Ona;43;46;67;Buena / Ona;20;Muy buena / Oso ona;6;Muy buena / Oso ona;170;58;1017,5;0;182,1;14,1;0,6;Buena / Ona
15/02/2017;2;25;88;Buena / Ona;28;55;72;Buena / Ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona;186;52;1016,7;0;222,9;15,5;2,22;Buena / Ona
14/02/2017;3;19;46;Muy buena / Oso ona;25;50;67;Buena / Ona;6;Muy buena / Oso ona;2;Muy buena / Oso ona;173;58;1008,9;0;185,9;13,5;2,55;Buena / Ona
13/02/2017;0;15;46;Muy buena / Oso ona;15;64;85;Buena / Ona;20;Muy buena / Oso ona;2;Muy buena / Oso ona;146;57;996,1;1,7;47,6;14,6;4,51;Buena / Ona
12/02/2017;3;15;36;Muy buena / Oso ona;18;50;82;Buena / Ona;35;Buena / Ona;2;Muy buena / Oso ona;;;;;;;;Buena / Ona
11/02/2017;6;31;60;Buena / Ona;41;30;43;Muy buena / Oso ona;22;Muy buena / Oso ona;3;Muy buena / Oso ona;;;;;;;;Buena / Ona
10/02/2017;5;33;88;Buena / Ona;41;50;65;Buena / Ona;11;Muy buena / Oso ona;3;Muy buena / Oso ona;;;;;;;;Buena / Ona
09/02/2017;4;37;69;Buena / Ona;43;36;70;Buena / Ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona;126;72;1008,2;0,3;221,7;7,8;1,11;Buena / Ona
08/02/2017;0;6;19;Muy buena / Oso ona;6;79;87;Buena / Ona;11;Muy buena / Oso ona;2;Muy buena / Oso ona;320;73;1016,6;4,2;74,4;8,8;3,43;Buena / Ona
07/02/2017;1;11;31;Muy buena / Oso ona;12;60;80;Buena / Ona;10;Muy buena / Oso ona;2;Muy buena / Oso ona;286;90;1012,2;14,1;18,2;10,5;2,59;Buena / Ona
06/02/2017;7;41;78;Buena / Ona;52;34;86;Buena / Ona;12;Muy buena / Oso ona;2;Muy buena / Oso ona;240;92;1013,1;18,8;16,4;9,4;0,86;Buena / Ona
05/02/2017;0;4;9;Muy buena / Oso ona;4;82;87;Buena / Ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;287;71;1002,5;15,8;32,2;9,7;5,11;Buena / Ona
04/02/2017;1;19;53;Buena / Ona;21;57;77;Buena / Ona;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;243;85;996,6;24,3;14,1;11,4;1,59;Buena / Ona
03/02/2017;0;9;39;Muy buena / Oso ona;10;75;79;Buena / Ona;12;Muy buena / Oso ona;2;Muy buena / Oso ona;203;48;996,7;0;122,6;14;2,9;Buena / Ona
02/02/2017;0;10;19;Muy buena / Oso ona;10;66;74;Buena / Ona;6;Muy buena / Oso ona;2;Muy buena / Oso ona;189;56;996,7;2,5;50,1;14;3,18;Buena / Ona
01/02/2017;1;16;32;Muy buena / Oso ona;17;53;59;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona;209;49;1002,1;0;81,1;16,5;2,27;Muy buena / Oso ona
31/01/2017;2;14;62;Buena / Ona;17;47;53;Muy buena / Oso ona;8;Muy buena / Oso ona;2;Muy buena / Oso ona;195;51;1002,9;0;194,3;16,8;2,42;Buena / Ona
30/01/2017;2;17;59;Buena / Ona;20;42;53;Muy buena / Oso ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona;187;61;1007,2;0;45,5;15,4;2,08;Buena / Ona
29/01/2017;0;10;26;Muy buena / Oso ona;10;55;69;Buena / Ona;7;Muy buena / Oso ona;2;Muy buena / Oso ona;195;61;1009,7;0;144,1;12,4;2,28;Buena / Ona
28/01/2017;2;20;57;Buena / Ona;23;53;71;Buena / Ona;12;Muy buena / Oso ona;3;Muy buena / Oso ona;243;73;1009,8;3;154,2;9,6;1,4;Buena / Ona
27/01/2017;1;16;44;Muy buena / Oso ona;17;66;79;Buena / Ona;12;Muy buena / Oso ona;3;Muy buena / Oso ona;173;57;997,6;1;39,3;11,8;3,61;Buena / Ona
26/01/2017;1;23;50;Muy buena / Oso ona;26;54;71;Buena / Ona;18;Muy buena / Oso ona;3;Muy buena / Oso ona;177;55;1001,5;0;153,3;8,1;3,26;Buena / Ona
25/01/2017;13;36;61;Buena / Ona;56;30;64;Buena / Ona;22;Muy buena / Oso ona;3;Muy buena / Oso ona;136;76;1012,5;0;182,8;3,4;0,35;Buena / Ona
24/01/2017;22;41;85;Buena / Ona;74;37;61;Buena / Ona;24;Muy buena / Oso ona;3;Muy buena / Oso ona;274;78;1016,2;0;125,1;6,8;0,62;Buena / Ona
23/01/2017;21;34;70;Buena / Ona;67;35;62;Buena / Ona;18;Muy buena / Oso ona;3;Muy buena / Oso ona;261;81;1012,9;0;71;6,9;1,02;Buena / Ona
22/01/2017;11;43;75;Buena / Ona;59;21;38;Muy buena / Oso ona;20;Muy buena / Oso ona;3;Muy buena / Oso ona;189;80;1010,9;0;29,4;5,5;0,52;Buena / Ona
21/01/2017;10;43;81;Buena / Ona;58;17;;Sin datos / Daturik gabe;21;Muy buena / Oso ona;3;Muy buena / Oso ona;199;75;1011;0;177;4,7;0,54;Buena / Ona
20/01/2017;19;41;73;Buena / Ona;69;12;33;Muy buena / Oso ona;27;Buena / Ona;3;Muy buena / Oso ona;180;82;1013,5;0;135;;0,56;Buena / Ona
19/01/2017;13;38;66;Buena / Ona;59;22;34;Muy buena / Oso ona;19;Muy buena / Oso ona;3;Muy buena / Oso ona;128;73;1015,6;0;48,9;2;0,92;Buena / Ona
18/01/2017;9;38;61;Buena / Ona;52;18;45;Muy buena / Oso ona;18;Muy buena / Oso ona;3;Muy buena / Oso ona;112;73;1016,3;0;6,9;;1,24;Buena / Ona
17/01/2017;3;19;50;Muy buena / Oso ona;23;42;50;Muy buena / Oso ona;8;Muy buena / Oso ona;2;Muy buena / Oso ona;62;70;1017;0,3;175,5;3,2;1,64;Muy buena / Oso ona
16/01/2017;0;8;22;Muy buena / Oso ona;8;61;82;Buena / Ona;9;Muy buena / Oso ona;2;Muy buena / Oso ona;336;95;1014,9;25,2;12,9;9,7;3,01;Buena / Ona
15/01/2017;0;6;22;Muy buena / Oso ona;6;72;80;Buena / Ona;8;Muy buena / Oso ona;2;Muy buena / Oso ona;325;88;1018;29,4;8,1;8,3;2,62;Buena / Ona
14/01/2017;1;14;34;Muy buena / Oso ona;16;60;73;Buena / Ona;7;Muy buena / Oso ona;2;Muy buena / Oso ona;310;84;1017,2;10,5;61,5;6,3;0,81;Buena / Ona
13/01/2017;0;5;15;Muy buena / Oso ona;5;76;82;Buena / Ona;11;Muy buena / Oso ona;2;Muy buena / Oso ona;314;76;1012,8;12,4;39,5;7,9;3,85;Buena / Ona
12/01/2017;7;22;56;Buena / Ona;33;34;60;Muy buena / Oso ona;12;Muy buena / Oso ona;2;Muy buena / Oso ona;272;90;1010,7;6;59,8;11,5;1,43;Buena / Ona
11/01/2017;0;5;10;Muy buena / Oso ona;6;61;72;Buena / Ona;4;Muy buena / Oso ona;2;Muy buena / Oso ona;307;100;1013,7;30,5;7,8;11,4;2,97;Buena / Ona
10/01/2017;1;13;37;Muy buena / Oso ona;14;57;70;Buena / Ona;10;Muy buena / Oso ona;2;Muy buena / Oso ona;311;92;1009,7;29,9;5,1;9,4;2,52;Buena / Ona
09/01/2017;12;42;75;Buena / Ona;61;18;34;Muy buena / Oso ona;17;Muy buena / Oso ona;3;Muy buena / Oso ona;199;84;1018,8;0;83,3;7,2;0,5;Buena / Ona
08/01/2017;5;36;61;Buena / Ona;44;22;34;Muy buena / Oso ona;21;Muy buena / Oso ona;3;Muy buena / Oso ona;167;73;1022,9;0;64,2;5,2;0,7;Buena / Ona
07/01/2017;6;35;61;Buena / Ona;44;21;44;Muy buena / Oso ona;20;Muy buena / Oso ona;3;Muy buena / Oso ona;166;74;1023;0;160,9;;0,65;Buena / Ona
06/01/2017;5;34;49;Muy buena / Oso ona;42;21;39;Muy buena / Oso ona;17;Muy buena / Oso ona;3;Muy buena / Oso ona;201;80;1022,2;0;164;;0,38;Muy buena / Oso ona
05/01/2017;17;47;70;Buena / Ona;73;16;32;Muy buena / Oso ona;19;Muy buena / Oso ona;3;Muy buena / Oso ona;148;75;1020,6;0;81;4,2;0,7;Buena / Ona
04/01/2017;26;41;80;Buena / Ona;81;9;22;Muy buena / Oso ona;24;Muy buena / Oso ona;3;Muy buena / Oso ona;182;88;1018;0;144,3;3,9;0,26;Buena / Ona
03/01/2017;24;36;55;Buena / Ona;73;10;16;Muy buena / Oso ona;26;Buena / Ona;3;Muy buena / Oso ona;197;84;1015,1;0;134,4;4,2;0,24;Buena / Ona
02/01/2017;9;31;70;Buena / Ona;45;26;43;Muy buena / Oso ona;15;Muy buena / Oso ona;3;Muy buena / Oso ona;202;60;1010,4;0;77,7;6,6;1,05;Buena / Ona
01/01/2017;1;14;26;Muy buena / Oso ona;17;36;44;Muy buena / Oso ona;18;Muy buena / Oso ona;2;Muy buena / Oso ona;184;71;1013,1;0;158,1;5,4;1,05;Muy buena / Oso ona
