DIA;HORAS_TOTALES_USOS_BICICLETAS;HORAS_TOTALES_DISPONIBILIDAD_BICICLETAS_EN_ANCLAJES;TOTAL_HORAS_SERVICIO_BICICLETAS;MEDIA_BICICLETAS_DISPONIBLES;USOS_ABONADO_ANUAL;USOS_ABONADO_OCASIONAL;TOTAL_USOS
02/05/2016;3.122,82;42.571,81;45.694,63;1.903,94;6.691;523;7.214
03/05/2016;3.198,65;44.776,11;47.974,76;1.998,95;10.236;199;10.435
04/05/2016;3.655,10;45.006,93;48.662,03;2.027,58;11.526;185;11.711
05/05/2016;3.002,32;46.184,05;49.186,37;2.049,43;9.840;189;10.029
06/05/2016;2.159,82;48.847,76;51.007,58;2.125,32;7.185;107;7.292
07/05/2016;2.332,50;48.652,16;50.984,66;2.124,36;6.694;305;6.999
08/05/2016;1.043,43;49.881,43;50.924,86;2.121,87;3.039;48;3.087
09/05/2016;1.527,22;48.991,55;50.518,77;2.104,95;5.300;34;5.334
10/05/2016;1.657,62;48.711,11;50.368,73;2.098,70;5.680;40;5.720
11/05/2016;1.999,48;47.894,96;49.894,44;2.078,94;7.063;44;7.107
12/05/2016;2.550,77;46.895,48;49.446,25;2.060,26;8.728;56;8.784
13/05/2016;2.381,63;47.123,68;49.505,31;2.062,72;8.197;80;8.277
14/05/2016;2.693,62;46.073,39;48.767,01;2.031,96;7.334;382;7.716
15/05/2016;3.077,72;44.963,40;48.041,12;2.001,71;7.473;523;7.996
16/05/2016;3.458,07;45.357,09;48.815,16;2.033,97;8.086;546;8.632
17/05/2016;3.245,88;45.582,48;48.828,36;2.034,52;10.507;267;10.774
18/05/2016;3.600,02;45.695,48;49.295,50;2.053,98;11.473;174;11.647
19/05/2016;3.622,98;45.737,52;49.360,50;2.056,69;11.776;136;11.912
20/05/2016;3.994,32;45.542,98;49.537,30;2.064,05;12.225;266;12.491
21/05/2016;3.896,40;44.867,70;48.764,10;2.031,84;10.360;565;10.925
22/05/2016;3.562,17;45.073,98;48.636,15;2.026,51;8.893;537;9.430
23/05/2016;3.278,90;43.203,55;46.482,45;1.936,77;10.139;244;10.383
24/05/2016;3.412,47;45.221,56;48.634,03;2.026,42;10.931;143;11.074
25/05/2016;3.319,12;45.515,63;48.834,75;2.034,78;10.939;169;11.108
26/05/2016;3.664,58;45.559,22;49.223,80;2.050,99;11.920;226;12.146
27/05/2016;3.958,07;45.336,83;49.294,90;2.053,95;12.026;285;12.311
28/05/2016;2.508,33;45.837,78;48.346,11;2.014,42;7.365;288;7.653
29/05/2016;2.720,17;44.394,60;47.114,77;1.963,12;7.605;407;8.012
30/05/2016;3.128,93;45.007,45;48.136,38;2.005,68;10.218;227;10.445
31/05/2016;3.360,73;43.944,90;47.305,63;1.971,07;11.014;165;11.179
01/06/2016;3.736,55;44.160,25;47.896,80;1.995,70;11.839;168;12.007
02/06/2016;3.671,55;44.792,00;48.463,55;2.019,31;12.078;179;12.257
03/06/2016;3.892,45;44.135,08;48.027,53;2.001,15;11.861;235;12.096
04/06/2016;3.606,88;44.977,17;48.584,05;2.024,34;9.605;454;10.059
05/06/2016;3.682,98;43.788,58;47.471,56;1.977,98;9.143;569;9.712
06/06/2016;3.689,05;45.202,46;48.891,51;2.037,15;11.201;248;11.449
07/06/2016;3.837,42;45.641,07;49.478,49;2.061,60;12.196;204;12.400
08/06/2016;3.994,72;44.448,23;48.442,95;2.018,46;12.846;201;13.047
09/06/2016;3.970,52;43.938,82;47.909,34;1.996,22;12.615;227;12.842
10/06/2016;4.184,70;42.666,88;46.851,58;1.952,15;12.882;299;13.181
11/06/2016;3.538,73;43.051,85;46.590,58;1.941,27;9.684;439;10.123
12/06/2016;3.463,90;43.135,19;46.599,09;1.941,63;8.948;401;9.349
13/06/2016;3.607,75;43.986,68;47.594,43;1.983,10;11.558;149;11.707
14/06/2016;3.949,87;44.237,23;48.187,10;2.007,80;12.357;136;12.493
15/06/2016;3.450,78;45.900,30;49.351,08;2.056,30;11.266;113;11.379
16/06/2016;3.246,17;46.142,65;49.388,82;2.057,87;10.820;81;10.901
17/06/2016;3.473,90;44.731,83;48.205,73;2.008,57;11.401;130;11.531
18/06/2016;3.365,53;44.708,50;48.074,03;2.003,08;8.934;350;9.284
19/06/2016;3.178,35;43.675,42;46.853,77;1.952,24;8.268;305;8.573
20/06/2016;3.548,37;44.327,75;47.876,12;1.994,84;11.249;112;11.361
21/06/2016;3.781,18;44.109,46;47.890,64;1.995,44;12.163;134;12.297
22/06/2016;4.004,10;43.688,10;47.692,20;1.987,18;12.632;152;12.784
23/06/2016;4.041,80;44.328,08;48.369,88;2.015,41;12.626;169;12.795
24/06/2016;4.038,07;44.487,45;48.525,52;2.021,90;12.167;235;12.402
25/06/2016;3.301,15;45.072,90;48.374,05;2.015,59;8.780;408;9.188
26/06/2016;3.194,28;44.246,41;47.440,69;1.976,70;8.505;335;8.840
27/06/2016;3.578,08;43.993,68;47.571,76;1.982,16;11.336;199;11.535
28/06/2016;3.816,05;43.736,72;47.552,77;1.981,37;12.044;138;12.182
29/06/2016;3.902,82;44.011,83;47.914,65;1.996,44;12.554;155;12.709
30/06/2016;4.158,33;43.693,25;47.851,58;1.993,82;12.954;147;13.101
01/07/2016;3.759,95;43.357,08;47.117,03;1.963,21;11.751;155;11.906
02/07/2016;3.074,52;42.885,58;45.960,10;1.915,00;8.518;298;8.816
03/07/2016;3.032,27;39.236,23;42.268,50;1.761,19;7.942;360;8.302
04/07/2016;3.555,62;41.880,57;45.436,19;1.893,17;10.510;253;10.763
05/07/2016;3.870,22;42.589,77;46.459,99;1.935,83;12.182;152;12.334
06/07/2016;3.782,77;42.987,65;46.770,42;1.948,77;11.969;160;12.129
07/07/2016;3.746,08;43.011,45;46.757,53;1.948,23;11.705;167;11.872
08/07/2016;3.706,93;42.684,93;46.391,86;1.932,99;11.306;183;11.489
09/07/2016;3.145,53;44.255,65;47.401,18;1.975,05;8.219;328;8.547
10/07/2016;2.761,62;42.895,33;45.656,95;1.902,37;7.298;340;7.638
11/07/2016;3.571,67;44.052,90;47.624,57;1.984,36;11.064;137;11.201
12/07/2016;3.912,67;43.740,25;47.652,92;1.985,54;12.189;152;12.341
13/07/2016;3.922,52;42.480,93;46.403,45;1.933,48;12.631;180;12.811
14/07/2016;3.893,85;41.579,93;45.473,78;1.894,74;12.030;196;12.226
15/07/2016;3.622,85;42.342,21;45.965,06;1.915,21;11.029;188;11.217
16/07/2016;2.886,67;43.458,78;46.345,45;1.931,06;7.663;357;8.020
17/07/2016;2.799,63;41.941,13;44.740,76;1.864,20;7.095;266;7.361
18/07/2016;3.341,35;42.835,08;46.176,43;1.924,02;10.271;174;10.445
19/07/2016;3.704,30;42.008,33;45.712,63;1.904,69;11.373;167;11.540
20/07/2016;3.644,22;42.370,65;46.014,87;1.917,29;11.418;198;11.616
21/07/2016;3.691,57;43.171,21;46.862,78;1.952,62;11.702;143;11.845
22/07/2016;3.439,37;43.122,53;46.561,90;1.940,08;10.151;212;10.363
23/07/2016;2.563,93;44.711,83;47.275,76;1.969,82;6.206;302;6.508
24/07/2016;2.309,60;43.985,83;46.295,43;1.928,98;5.611;301;5.912
25/07/2016;2.496,93;45.882,92;48.379,85;2.015,83;6.055;215;6.270
26/07/2016;3.395,60;45.178,95;48.574,55;2.023,94;10.198;143;10.341
27/07/2016;3.593,12;44.470,35;48.063,47;2.002,64;10.940;145;11.085
28/07/2016;3.656,30;43.886,92;47.543,22;1.980,97;11.128;151;11.279
29/07/2016;3.493,87;44.625,25;48.119,12;2.004,96;10.110;175;10.285
30/07/2016;2.597,13;46.098,28;48.695,41;2.028,98;7.006;195;7.201
31/07/2016;2.776,80;44.666,83;47.443,63;1.976,82;6.715;294;7.009
01/08/2016;2.989,30;45.776,03;48.765,33;2.031,89;8.622;187;8.809
02/08/2016;3.038,27;45.217,80;48.256,07;2.010,67;8.891;184;9.075
03/08/2016;3.248,42;45.030,87;48.279,29;2.011,64;9.373;204;9.577
04/08/2016;3.144,43;45.118,52;48.262,95;2.010,96;9.280;176;9.456
05/08/2016;2.931,65;44.923,30;47.854,95;1.993,96;8.369;191;8.560
06/08/2016;2.384,70;45.531,81;47.916,51;1.996,52;5.755;258;6.013
07/08/2016;2.383,03;44.271,48;46.654,51;1.943,94;5.398;263;5.661
08/08/2016;2.508,63;45.789,50;48.298,13;2.012,42;7.322;203;7.525
09/08/2016;2.622,38;45.374,51;47.996,89;1.999,87;7.712;168;7.880
10/08/2016;2.759,55;44.321,75;47.081,30;1.961,72;7.958;176;8.134
11/08/2016;2.865,90;45.179,97;48.045,87;2.001,91;7.917;242;8.159
12/08/2016;2.757,27;46.005,03;48.762,30;2.031,76;6.981;274;7.255
13/08/2016;2.228,58;46.737,56;48.966,14;2.040,26;5.006;313;5.319
14/08/2016;2.308,48;44.966,38;47.274,86;1.969,79;4.670;446;5.116
15/08/2016;2.306,70;47.349,73;49.656,43;2.069,02;4.900;350;5.250
16/08/2016;2.708,52;45.883,83;48.592,35;2.024,68;7.281;248;7.529
17/08/2016;2.801,55;45.514,81;48.316,36;2.013,18;7.684;222;7.906
18/08/2016;2.858,50;45.896,96;48.755,46;2.031,48;7.938;248;8.186
19/08/2016;2.715,62;46.838,40;49.554,02;2.064,75;7.511;232;7.743
20/08/2016;2.512,25;47.385,75;49.898,00;2.079,08;5.734;316;6.050
21/08/2016;2.491,67;45.715,25;48.206,92;2.008,62;5.559;346;5.905
22/08/2016;2.944,42;47.627,01;50.571,43;2.107,14;8.074;175;8.249
23/08/2016;3.006,45;46.914,81;49.921,26;2.080,05;8.486;208;8.694
24/08/2016;3.145,97;46.965,30;50.111,27;2.087,97;9.022;189;9.211
25/08/2016;3.221,47;46.595,05;49.816,52;2.075,69;8.997;264;9.261
26/08/2016;3.005,93;46.368,23;49.374,16;2.057,26;8.347;201;8.548
27/08/2016;2.830,50;45.989,36;48.819,86;2.034,16;6.995;335;7.330
28/08/2016;2.833,17;44.166,97;47.000,14;1.958,34;6.440;323;6.763
29/08/2016;3.111,72;47.334,05;50.445,77;2.101,91;9.150;143;9.293
30/08/2016;3.330,43;45.724,22;49.054,65;2.043,94;10.101;102;10.203
31/08/2016;3.587,40;45.511,15;49.098,55;2.045,77;10.620;140;10.760
01/09/2016;3.540,80;44.650,98;48.191,78;2.007,99;10.902;103;11.005
02/09/2016;3.676,35;44.232,62;47.908,97;1.996,21;10.929;133;11.062
03/09/2016;3.183,57;44.825,12;48.008,69;2.000,36;8.299;301;8.600
04/09/2016;3.097,63;42.711,20;45.808,83;1.908,70;7.918;326;8.244
05/09/2016;3.363,28;43.966,85;47.330,13;1.972,09;10.457;122;10.579
06/09/2016;3.615,83;42.922,96;46.538,79;1.939,12;10.900;113;11.013
07/09/2016;3.689,58;42.625,33;46.314,91;1.929,79;11.180;79;11.259
08/09/2016;3.769,20;42.719,27;46.488,47;1.937,02;11.271;124;11.395
09/09/2016;3.840,80;42.690,03;46.530,83;1.938,78;10.818;143;10.961
10/09/2016;3.155,25;42.684,18;45.839,43;1.909,98;7.986;322;8.308
11/09/2016;3.135,48;40.164,53;43.300,01;1.804,17;7.561;254;7.815
12/09/2016;3.197,17;41.799,83;44.997,00;1.874,88;9.547;138;9.685
13/09/2016;2.608,62;41.751,40;44.360,02;1.848,33;8.038;68;8.106
14/09/2016;3.130,43;42.827,35;45.957,78;1.914,91;9.250;119;9.369
15/09/2016;3.557,27;42.388,03;45.945,30;1.914,39;9.822;111;9.933
16/09/2016;3.419,32;41.613,33;45.032,65;1.876,36;9.489;151;9.640
17/09/2016;2.900,40;41.457,53;44.357,93;1.848,25;7.231;223;7.454
18/09/2016;2.943,95;39.825,80;42.769,75;1.782,07;6.608;298;6.906
19/09/2016;2.853,03;41.355,93;44.208,96;1.842,04;7.927;102;8.029
20/09/2016;3.044,22;39.766,75;42.810,97;1.783,79;8.729;79;8.808
21/09/2016;3.123,57;39.353,33;42.476,90;1.769,87;8.844;61;8.905
22/09/2016;3.193,15;39.421,97;42.615,12;1.775,63;9.017;94;9.111
23/09/2016;2.886,17;38.541,71;41.427,88;1.726,16;8.376;97;8.473
24/09/2016;2.660,00;36.838,30;39.498,30;1.645,76;6.482;256;6.738
25/09/2016;2.629,27;32.760,06;35.389,33;1.474,56;5.744;251;5.995
26/09/2016;2.246,87;32.013,27;34.260,14;1.427,51;6.235;96;6.331
27/09/2016;2.727,80;34.602,53;37.330,33;1.555,43;7.711;63;7.774
28/09/2016;2.858,55;36.441,75;39.300,30;1.637,51;8.287;66;8.353
29/09/2016;3.043,12;37.223,68;40.266,80;1.677,78;8.435;76;8.511
30/09/2016;3.176,85;39.455,85;42.632,70;1.776,36;8.666;130;8.796
01/10/2016;2.945,53;39.120,90;42.066,43;1.752,77;7.095;278;7.373
02/10/2016;3.165,25;36.469,40;39.634,65;1.651,44;6.776;364;7.140
03/10/2016;2.806,63;39.039,35;41.845,98;1.743,58;7.939;91;8.030
04/10/2016;3.096,10;38.789,58;41.885,68;1.745,24;8.591;75;8.666
05/10/2016;2.924,67;36.514,25;39.438,92;1.643,29;8.769;51;8.820
06/10/2016;3.141,40;38.471,41;41.612,81;1.733,87;9.075;87;9.162
07/10/2016;3.233,45;39.731,57;42.965,02;1.790,21;8.685;154;8.839
08/10/2016;2.943,97;39.950,51;42.894,48;1.787,27;6.880;347;7.227
09/10/2016;2.618,65;38.837,70;41.456,35;1.727,35;6.069;336;6.405
10/10/2016;2.514,57;38.568,55;41.083,12;1.711,80;7.264;110;7.374
11/10/2016;2.785,22;38.464,18;41.249,40;1.718,73;7.991;81;8.072
12/10/2016;1.068,15;26.979,51;28.047,66;1.168,65;2.717;22;2.739
13/10/2016;1596,13;36.994,20;38.590,33;1607,93;4.475;35;4.510
14/10/2016;2.266,23;35.503,70;37.769,93;1.573,75;6.129;49;6.178
15/10/2016;2.097,00;34.349,06;36.446,06;1.518,59;5.144;144;5.288
16/10/2016;1.964,38;29.788,70;31.753,08;1.323,05;4.368;180;4.548
17/10/2016;1.924,73;33.660,22;35.584,95;1.482,71;5.102;70;5.172
18/10/2016;2.040,73;32.851,78;34.892,51;1.453,85;6.218;44;6.262
19/10/2016;1.489,58;30.990,73;32.480,31;1.353,35;4.290;17;4.307
20/10/2016;1.531,13;30.109,87;31.641,00;1.318,38;3.878;14;3.892
21/10/2016;2.020,38;28.008,53;30.028,91;1.251,20;5.609;68;5.677
22/10/2016;1.022,88;27.607,66;28.630,54;1.192,94;2.604;43;2.647
23/10/2016;703,52;22.810,38;23.513,90;979,75;1.908;36;1.944
24/10/2016;1.388,43;24.600,00;25.988,43;1.082,85;3.799;32;3.831
25/10/2016;1.675,98;25.324,92;27.000,90;1.125,04;5.031;36;5.067
26/10/2016;2.156,35;25.390,81;27.547,16;1.147,80;5.908;59;5.967
27/10/2016;2.125,02;25.553,11;27.678,13;1.153,26;5.982;73;6.055
28/10/2016;2.045,92;25.769,92;27.815,84;1.158,99;5.541;62;5.603
29/10/2016;1.945,07;24.208,45;26.153,52;1.089,73;4.389;186;4.575
30/10/2016;1.890,25;20.316,50;22.206,75;888,27;3.611;254;3.865
31/10/2016;1.956,18;22.287,10;24.243,28;1.010,14;4.701;117;4.818
01/11/2016;1.872,42;24.301,80;26.174,22;1.090,59;4.226;166;4.392
02/11/2016;1.885,10;21.219,03;23.104,13;962,67;4.867;42;4.909
03/11/2016;2.275,72;24.914,03;27.189,75;1.132,91;6.139;58;6.197
04/11/2016;1.166,10;27.152,66;28.318,76;1.179,95;2.947;18;2.965
05/11/2016;952,38;28.032,61;28.984,99;1.207,71;2.166;19;2.185
06/11/2016;1.697,77;17.353,71;19.051,48;793,81;3.673;122;3.795
07/11/2016;1.779,38;26.673,65;28.453,03;1.185,54;4.555;56;4.611
08/11/2016;2.045,67;27.895,98;29.941,65;1.247,57;5.519;45;5.564
09/11/2016;1.458,80;26.846,10;28.304,90;1.179,37;3.512;58;3.570
10/11/2016;2.059,87;25.625,33;27.685,20;1.153,55;5.542;50;5.592
11/11/2016;2.195,15;26.023,13;28.218,28;1.175,76;5.774;67;5.841
12/11/2016;1.850,67;25.061,81;26.912,48;1.121,35;4.465;121;4.586
13/11/2016;1.889,02;24.862,75;26.751,77;1.114,66;4.266;143;4.409
14/11/2016;1.793,17;25.689,70;27.482,87;1.145,12;5.133;35;5.168
15/11/2016;1.864,50;25.375,63;27.240,13;1.135,01;5.137;57;5.194
16/11/2016;2.085,55;24.096,85;26.182,40;1.090,93;5.440;40;5.480
17/11/2016;2.234,20;24.442,53;26.676,73;1.111,53;5.765;39;5.804
18/11/2016;2.201,60;25.993,53;28.195,13;1.174,80;5.859;67;5.926
19/11/2016;1.904,37;26.077,60;27.981,97;1.165,92;4.556;183;4.739
20/11/2016;786,88;27.207,93;27.994,81;1.166,45;1.493;22;1.515
21/11/2016;1.377,20;27.163,08;28.540,28;1.189,18;4.138;25;4.163
22/11/2016;1.678,80;27.601,83;29.280,63;1.220,03;4.844;12;4.856
23/11/2016;1.533,53;27.159,60;28.693,13;1.195,55;4.274;6;4.280
24/11/2016;1.915,75;28.180,13;30.095,88;1.254,00;5.140;2;5.142
25/11/2016;1.097,92;30.423,71;31.521,63;1.313,40;2.709;0;2.709
26/11/2016;745,33;30.107,71;30.853,04;1.285,54;1.729;0;1.729
27/11/2016;714;29.748,05;30.462,05;1.269,25;1.742;0;1.742
28/11/2016;1.715,08;29.976,28;31.691,36;1.320,47;5.186;0;5.186
29/11/2016;1.810,37;31.122,66;32.933,03;1.372,21;5.168;0;5.168
30/11/2016;2.178,20;31.052,58;33.230,78;1.384,62;5.958;33;5.991
01/12/2016;2.119,35;31.320,42;33.439,77;1.393,32;6.191;7;6.198
02/12/2016;2.411,83;31.872,53;34.284,36;1.428,52;6.512;45;6.557
03/12/2016;1.914,73;32.252,57;34.167,30;1.423,64;4.622;173;4.795
04/12/2016;861,22;33.515,90;34.377,12;1.432,38;1.932;26;1.958
05/12/2016;1.875,22;33.071,00;34.946,22;1.456,09;5.256;67;5.323
06/12/2016;2.132,92;32.708,10;34.841,02;1.451,71;4.891;191;5.082
07/12/2016;2.228,80;32.720,03;34.948,83;1.456,20;5.970;61;6.031
08/12/2016;1.990,55;33.506,53;35.497,08;1.479,05;4.443;117;4.560
09/12/2016;1.990,67;33.610,45;35.601,12;1.483,38;5.341;82;5.423
10/12/2016;2.131,38;33.736,38;35.867,76;1.494,49;4.805;206;5.011
11/12/2016;1.785,57;34.560,26;36.345,83;1.514,41;4.370;133;4.503
12/12/2016;1.912,03;34.975,80;36.887,83;1.536,99;5.636;30;5.666
13/12/2016;2.041,05;34.295,76;36.336,81;1.514,03;5.792;25;5.817
14/12/2016;1.758,03;33.992,43;35.750,46;1.489,60;5.178;15;5.193
15/12/2016;1.517,17;34.640,20;36.157,37;1.506,56;4.252;15;4.267
16/12/2016;1.396,42;35.465,57;36.861,99;1.535,92;4.169;14;4.183
17/12/2016;2.084,80;34.133,58;36.218,38;1.509,10;5.658;117;5.775
18/12/2016;1.753,17;34.566,83;36.320,00;1.513,33;4.617;111;4.728
19/12/2016;1.964,68;34.917,58;36.882,26;1.536,76;5.715;53;5.768
20/12/2016;2.088,77;35.028,25;37.117,02;1.546,54;6.150;50;6.200
21/12/2016;2.288,02;34.257,62;36.545,64;1.522,74;6.698;67;6.765
22/12/2016;2.308,17;33.792,77;36.100,94;1.504,21;6.667;46;6.713
23/12/2016;2.093,95;33.470,97;35.564,92;1.481,87;5.949;102;6.051
24/12/2016;1.252,28;34.353,45;35.605,73;1.483,57;3.264;87;3.351
25/12/2016;868,78;34.243,01;35.111,79;1.462,99;1.911;116;2.027
26/12/2016;1.349,12;32.997,38;34.346,50;1.431,10;2.992;130;3.122
27/12/2016;1.906,47;32.687,98;34.594,45;1.441,44;4.794;159;4.953
28/12/2016;1.927,58;33.501,08;35.428,66;1.476,19;5.177;246;5.423
29/12/2016;2.015,72;33.629,01;35.644,73;1.485,20;5.550;211;5.761
30/12/2016;1.909,67;34.206,93;36.116,60;1.504,86;4.972;208;5.180
31/12/2016;1.076,63;35.096,58;36.173,21;1.507,22;2.696;103;2.799
01/01/2017;832,8;34.549,78;35.382,58;1.474,27;1.760;132;1.892
02/01/2017;1.169,08;35.174,15;36.343,23;1.514,30;3.297;116;3.413
03/01/2017;1.623,75;34.968,90;36.592,65;1.524,69;4.500;156;4.656
04/01/2017;1.871,85;34.729,20;36.601,05;1.525,04;5.202;161;5.363
05/01/2017;1.750,18;36.261,92;38.012,10;1.583,84;5.077;118;5.195
06/01/2017;1.287,22;35.485,10;36.772,32;1.532,18;2.934;161;3.095
07/01/2017;1.444,12;36.311,60;37.755,72;1.573,16;4.029;111;4.140
08/01/2017;1.317,80;36.808,50;38.126,30;1.588,60;3.744;97;3.841
09/01/2017;1.711,38;37.006,21;38.717,59;1.613,23;5.678;76;5.754
10/01/2017;1.859,65;37.429,87;39.289,52;1.637,06;6.206;54;6.260
11/01/2017;2.048,08;37.537,22;39.585,30;1.649,39;6.960;54;7.014
12/01/2017;2.100,75;37.269,08;39.369,83;1.640,41;6.773;77;6.850
13/01/2017;2.175,40;37.148,00;39.323,40;1.638,48;6.743;105;6.848
14/01/2017;1.789,53;37.248,80;39.038,33;1.626,60;5.080;149;5.229
15/01/2017;1.521,90;37.709,12;39.231,02;1.634,63;4.215;137;4.352
16/01/2017;1.797,03;38.034,43;39.831,46;1.659,64;6.026;54;6.080
17/01/2017;1.774,18;38.930,08;40.704,26;1.696,01;5.953;34;5.987
18/01/2017;1.603,33;39.249,25;40.852,58;1.702,19;5.314;47;5.361
19/01/2017;1.484,75;38.602,31;40.087,06;1.670,29;5.079;54;5.133
20/01/2017;1.519,98;38.599,87;40.119,85;1.671,66;5.243;55;5.298
21/01/2017;1.577,77;38.914,41;40.492,18;1.687,17;4.547;119;4.666
22/01/2017;1.285,47;38.854,30;40.139,77;1.672,49;3.992;96;4.088
23/01/2017;1.592,10;38.585,45;40.177,55;1.674,06;5.760;35;5.795
24/01/2017;1.838,13;38.770,48;40.608,61;1.692,03;6.502;25;6.527
25/01/2017;1.823,75;38.373,73;40.197,48;1.674,90;6.421;37;6.458
26/01/2017;1.753,87;38.632,30;40.386,17;1.682,76;6.181;17;6.198
